bainistíocht,Management
fostaí,employee
Corcaigh,Cork
brú,pressure
taifead,Record
scrios,Delete
nádúrtha,Natural
bunscoil,Primary School
eas,waterfall
saothraigh,Culture
iomaí,Many
scoláire,Scholar
teann,tight
léiriú,Interpretation
muna,Muna
binn,sweet
Aibreán,April
éifeacht,Effect
beagnach,Almost
buille,beat
dóthain,enough
máistir,Master
tor,shrub
níl,No
B,B
croch,Hang
amhail,as
fórsa,Force
ord,order
déanta,Made
comhdháil,Conference
taoiseach,Taoiseach
domhanda,world
madra,dog
seilbh,possession
óige,young
laoch,Hero
iniúch,audit
sliocht,extract
comhairleoir,Consultant
stad,stop
fine,Fine
Síle,Síle
long,Long
éifeachtach,Effective
lasmuigh,Out
gloine,glass
breithiúnas,Judgment
sáraigh,Override
on,from the
craiceann,skin
cuimhin,remember
cosc,Prevention
Brian,Brian
tionscadal,Project
iasacht,Loan
feasta,Now
iamh,enclosed
cleacht,Practice
go ceann,to one
leasú,Amendment
limistéar,Area
Eanáir,January
cósta,Coast
babhta,Round
éileamh,demand
ionsaí,attack
aisteach,strange
C,C
ionadh,surprised
teas,Heat
méad,Size
aíocht,HEART
tionscnamh,Initiative
cóip,Copy
bunúsach,Basic
tae,Tea
cáilíocht,Quality
rás,Race
bróg,Shoe
togh,Election
breith,birth
buí,yellow
cruth,shape
áthas,joy
anonn,over
tuilleadh,More
téacs,text
muir,Sea
suntasach,Significant
